Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
SO,2018-01-08,46.900002,47.23,46.73,47.200001,47.200001,7945500
SO,2018-01-09,47.200001,47.25,46.580002,46.610001,46.610001,5694500
SO,2018-01-10,46.459999,46.509998,45.810001,45.959999,45.959999,7197000
SO,2018-01-11,45.650002,45.84,45.080002,45.25,45.25,6867800
SO,2018-01-12,45.080002,45.369999,44.439999,44.84,44.84,8591200
SO,2018-01-16,44.939999,45.150002,44.310001,44.66,44.66,9767000
SO,2018-01-17,44.619999,45.279999,44.560001,45.049999,45.049999,10598400
SO,2018-01-18,44.970001,45.139999,44.259998,44.900002,44.900002,9885100
SO,2018-01-19,44.990002,45.07,44.41,44.439999,44.439999,8808600
SO,2018-01-22,44.610001,44.720001,43.970001,44.040001,44.040001,9649500
SO,2018-01-23,43.669998,44.75,43.16,44.470001,44.470001,10273700
SO,2018-01-24,44.439999,44.59,44.080002,44.080002,44.080002,8133000
SO,2018-01-25,44.080002,44.689999,44.029999,44.619999,44.619999,6763800
SO,2018-01-26,44.650002,44.84,43.98,44.310001,44.310001,8851900
SO,2018-01-29,44.169998,44.209999,43.849998,43.990002,43.990002,5900400
SO,2018-01-30,43.98,44.919998,43.98,44.799999,44.799999,8254700
SO,2018-01-31,44.75,45.150002,44.509998,45.110001,45.110001,9355200
SO,2018-02-01,45.110001,45.299999,44.220001,44.380001,44.380001,9120700
SO,2018-02-02,44.200001,44.529999,44.02,44.169998,44.169998,7211600
SO,2018-02-05,44.23,44.720001,43.52,43.720001,43.720001,9907400
SO,2018-02-06,43.34,43.880001,42.630001,43.490002,43.490002,14696500
