Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,101.839996,101.849998,101.080002,101.389999,101.389999,1434900
2018-01-09,100.650002,101.730003,100.500000,100.940002,100.940002,2223500
2018-01-10,100.809998,101.239998,100.309998,100.430000,100.430000,2480800
2018-01-11,100.820000,101.160004,100.209999,100.779999,100.779999,1571700
2018-01-12,100.900002,102.320000,99.830002,102.110001,102.110001,2404600
2018-01-16,102.209999,102.730003,101.610001,102.129997,102.129997,1860900
2018-01-17,102.510002,103.989998,102.279999,103.940002,103.940002,1765400
2018-01-18,103.849998,104.330002,102.980003,104.000000,104.000000,2909900
2018-01-19,104.419998,104.419998,103.129997,103.699997,103.699997,1549000
2018-01-22,103.699997,104.430000,103.239998,104.430000,104.430000,1358100
2018-01-23,104.220001,104.470001,100.300003,101.250000,101.250000,4676600
2018-01-24,101.430000,101.529999,99.580002,99.870003,99.870003,4988000
2018-01-25,100.389999,101.010002,99.519997,100.730003,100.730003,2466900
2018-01-26,100.940002,101.620003,99.889999,100.529999,100.529999,2777100
2018-01-29,100.250000,100.589996,98.000000,98.040001,98.040001,2215700
2018-01-30,97.739998,99.300003,97.419998,98.449997,98.449997,2100100
2018-01-31,98.500000,99.370003,98.339996,98.769997,98.769997,2146600
2018-02-01,98.570000,99.349998,98.010002,98.720001,98.720001,2422100
2018-02-02,98.620003,100.059998,97.839996,97.940002,97.940002,2300800
2018-02-05,97.269997,98.690002,95.019997,95.019997,95.019997,4883500
2018-02-06,93.650002,96.970001,92.720001,96.599998,96.599998,4308700
