Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
ALL,2018-01-16,102.209999,102.730003,101.610001,102.129997,102.129997,1860900
ALL,2018-01-17,102.510002,103.989998,102.279999,103.940002,103.940002,1765400
ALL,2018-01-18,103.849998,104.330002,102.980003,104,104,2909900
ALL,2018-01-19,104.419998,104.419998,103.129997,103.699997,103.699997,1549000
ALL,2018-01-22,103.699997,104.43,103.239998,104.43,104.43,1358100
ALL,2018-01-23,104.220001,104.470001,100.300003,101.25,101.25,4676600
ALL,2018-01-24,101.43,101.529999,99.580002,99.870003,99.870003,4988000
ALL,2018-01-25,100.389999,101.010002,99.519997,100.730003,100.730003,2466900
ALL,2018-01-26,100.940002,101.620003,99.889999,100.529999,100.529999,2777100
ALL,2018-01-29,100.25,100.589996,98,98.040001,98.040001,2215700
ALL,2018-01-30,97.739998,99.300003,97.419998,98.449997,98.449997,2100100
ALL,2018-01-31,98.5,99.370003,98.339996,98.769997,98.769997,2146600
ALL,2018-02-01,98.57,99.349998,98.010002,98.720001,98.720001,2422100
ALL,2018-02-02,98.620003,100.059998,97.839996,97.940002,97.940002,2300800
ALL,2018-02-05,97.269997,98.690002,95.019997,95.019997,95.019997,4883500
ALL,2018-02-06,93.650002,96.970001,92.720001,96.599998,96.599998,4312400
ALL,2018-02-07,96.139999,98.300003,95.919998,96.870003,96.870003,3174300
ALL,2018-02-08,96.029999,96.699997,90.019997,90.059998,90.059998,5282200
ALL,2018-02-09,91,91.410004,88.290001,90.889999,90.889999,5770600
ALL,2018-02-12,91.599998,92.739998,90.25,90.730003,90.730003,4109500
ALL,2018-02-13,90.230003,92.239998,89.589996,92.139999,92.139999,2325198
