Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,78.699997,79.180000,77.773003,79.050003,79.050003,7963600
2018-01-09,80.099998,80.389999,78.519997,79.190002,79.190002,9620400
2018-01-10,78.500000,79.485001,77.699997,79.370003,79.370003,6248600
2018-01-11,79.449997,79.870003,78.910004,79.750000,79.750000,6267500
2018-01-12,80.000000,80.769997,79.660004,80.540001,80.540001,6891100
2018-01-16,80.949997,81.800003,79.940002,80.419998,80.419998,9596600
2018-01-17,80.400002,82.610001,79.959999,82.470001,82.470001,7146900
2018-01-18,82.430000,83.440002,81.610001,82.940002,82.940002,7395100
2018-01-19,83.230003,84.190002,83.127998,83.839996,83.839996,8783500
2018-01-22,84.000000,84.209999,83.220001,83.980003,83.980003,7560500
2018-01-23,84.120003,84.550003,83.449997,84.209999,84.209999,9736400
2018-01-24,84.519997,85.290001,82.709999,83.709999,83.709999,8735700
2018-01-25,84.000000,85.269997,83.709999,84.339996,84.339996,7268300
2018-01-26,84.459999,85.489998,84.040001,85.449997,85.449997,7840300
2018-01-29,85.199997,85.349998,83.620003,84.309998,84.309998,8198900
2018-01-30,83.000000,84.169998,82.000000,83.779999,83.779999,7864500
2018-01-31,84.180000,86.320000,84.160004,85.320000,85.320000,15221400
2018-02-01,79.949997,80.949997,76.699997,78.400002,78.400002,44271600
2018-02-02,78.099998,79.620003,76.279999,76.570000,76.570000,21979800
2018-02-05,75.949997,78.980003,74.680000,74.705002,74.705002,18810600
2018-02-06,72.629997,76.514999,72.250000,75.680000,75.680000,19403200
