Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,85.500000,85.690002,85.209999,85.510002,85.510002,6117600
2018-01-09,85.860001,86.750000,85.660004,85.879997,85.879997,6099900
2018-01-10,85.550003,85.989998,84.519997,85.489998,85.489998,3575300
2018-01-11,85.940002,85.940002,85.080002,85.730003,85.730003,3930300
2018-01-12,85.849998,85.989998,85.300003,85.449997,85.449997,5085900
2018-01-16,85.580002,86.129997,84.870003,85.320000,85.320000,5428200
2018-01-17,85.879997,86.449997,85.440002,86.110001,86.110001,5449000
2018-01-18,86.160004,87.930000,85.949997,87.260002,87.260002,7328600
2018-01-19,87.580002,87.900002,86.029999,86.680000,86.680000,7314800
2018-01-22,86.419998,86.570000,85.400002,86.050003,86.050003,5926900
2018-01-23,86.220001,86.220001,84.980003,85.230003,85.230003,4962300
2018-01-24,85.830002,86.129997,85.160004,85.760002,85.760002,5680200
2018-01-25,85.989998,86.980003,85.660004,86.820000,86.820000,3947800
2018-01-26,86.860001,87.180000,86.360001,87.120003,87.120003,3815100
2018-01-29,86.849998,87.300003,86.320000,86.720001,86.720001,3804900
2018-01-30,85.930000,86.720001,85.750000,85.959999,85.959999,3881700
2018-01-31,86.330002,86.500000,85.620003,85.889999,85.889999,5258300
2018-02-01,85.379997,85.680000,84.629997,84.980003,84.980003,4201600
2018-02-02,84.669998,85.250000,84.360001,84.449997,84.449997,5564500
2018-02-05,84.070000,84.580002,80.919998,81.419998,81.419998,7237200
2018-02-06,80.059998,82.059998,79.089996,81.669998,81.669998,10168300
