Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
MDT,2018-01-16,85.580002,86.129997,84.870003,85.32,85.32,5428200
MDT,2018-01-17,85.879997,86.449997,85.440002,86.110001,86.110001,5449000
MDT,2018-01-18,86.160004,87.93,85.949997,87.260002,87.260002,7328600
MDT,2018-01-19,87.580002,87.900002,86.029999,86.68,86.68,7314800
MDT,2018-01-22,86.419998,86.57,85.400002,86.050003,86.050003,5926900
MDT,2018-01-23,86.220001,86.220001,84.980003,85.230003,85.230003,4962300
MDT,2018-01-24,85.830002,86.129997,85.160004,85.760002,85.760002,5680200
MDT,2018-01-25,85.989998,86.980003,85.660004,86.82,86.82,3947800
MDT,2018-01-26,86.860001,87.18,86.360001,87.120003,87.120003,3815100
MDT,2018-01-29,86.849998,87.300003,86.32,86.720001,86.720001,3804900
MDT,2018-01-30,85.93,86.720001,85.75,85.959999,85.959999,3881700
MDT,2018-01-31,86.330002,86.5,85.620003,85.889999,85.889999,5258300
MDT,2018-02-01,85.379997,85.68,84.629997,84.980003,84.980003,4201600
MDT,2018-02-02,84.669998,85.25,84.360001,84.449997,84.449997,5564500
MDT,2018-02-05,84.07,84.580002,80.919998,81.419998,81.419998,7237200
MDT,2018-02-06,80.059998,82.059998,79.089996,81.669998,81.669998,10190000
MDT,2018-02-07,81.400002,82.959999,81.290001,81.349998,81.349998,5929900
MDT,2018-02-08,81.330002,81.510002,78.349998,78.379997,78.379997,7346100
MDT,2018-02-09,78.879997,80.080002,77.559998,79.480003,79.480003,6061800
MDT,2018-02-12,79.709999,80.75,79.25,80.239998,80.239998,4297300
MDT,2018-02-13,79.849998,80.5923,79.352501,80.220001,80.220001,4574599
